# elem_id    node_id        X            Y            Z         Damage        N_failure
     6678        177  -8.001000E-03  -2.333610E-02   3.112400E-02   1.000000E+00   5.024181E+03
    20264        178  -7.460710E-03  -2.550080E-02   3.303910E-02   1.000000E+00   1.050197E+03
    18044        179  -5.912810E-03  -2.737320E-02   3.469560E-02   1.000000E+00   2.825467E+04
     8522        180  -3.566350E-03  -2.870040E-02   3.586970E-02   5.745344E-06   1.797693+308
     4885        181  -7.382390E-04  -2.930300E-02   3.640280E-02   1.000000E+00   2.479466E+04
      607        182   2.189580E-03  -2.909980E-02   3.622310E-02   1.222510E-05   1.797693+308
      602        183   4.821680E-03  -2.811820E-02   3.535460E-02   0.000000E+00   1.797693+308
     4714        184   6.802590E-03  -2.649070E-02   3.391480E-02   0.000000E+00   1.797693+308
    13162        185   7.864770E-03  -2.443720E-02   3.209810E-02   0.000000E+00   1.797693+308
    13165        186   7.864770E-03  -2.223490E-02   3.014990E-02   0.000000E+00   1.797693+308
     5025        187   6.802590E-03  -2.018140E-02   2.833310E-02   0.000000E+00   1.797693+308
     8261        188   4.821680E-03  -1.855390E-02   2.689330E-02   0.000000E+00   1.797693+308
     8250        189   2.189580E-03  -1.757230E-02   2.602490E-02   0.000000E+00   1.797693+308
    18640        190  -7.382390E-04  -1.736910E-02   2.584510E-02   6.881032E-06   1.797693+308
    18503        191  -3.566350E-03  -1.797180E-02   2.637830E-02   1.000000E+00   5.651022E+04
     3855        192  -5.912810E-03  -1.929890E-02   2.755240E-02   1.000000E+00   4.088209E+03
    18568        193  -7.460710E-03  -2.117130E-02   2.920890E-02   1.000000E+00   1.781194E+03
    11858        194  -3.671900E-03  -1.425260E-02   2.647940E-02   1.021427E-05   1.797693+308
    13140        195  -8.699360E-04  -1.378510E-02   2.606580E-02   0.000000E+00   1.797693+308
    18006        196   1.996550E-03  -1.390100E-02   2.616840E-02   0.000000E+00   1.797693+308
    12194        197   4.714960E-03  -1.459190E-02   2.677960E-02   0.000000E+00   1.797693+308
     2927        198   7.083680E-03  -1.580650E-02   2.785410E-02   0.000000E+00   1.797693+308
     6546        199   8.927040E-03  -1.745480E-02   2.931220E-02   0.000000E+00   1.797693+308
     6546        200   1.010830E-02  -1.941430E-02   3.104580E-02   0.000000E+00   1.797693+308
    17800        201   1.053990E-02  -2.154000E-02   3.292630E-02   0.000000E+00   1.797693+308
     5968        202   1.018980E-02  -2.367400E-02   3.481420E-02   0.000000E+00   1.797693+308
    19623        203   9.083980E-03  -2.565810E-02   3.656950E-02   0.000000E+00   1.797693+308
    19623        204   7.304420E-03  -2.734520E-02   3.806210E-02   0.000000E+00   1.797693+308
    19554        205   4.983140E-03  -2.861010E-02   3.918110E-02   0.000000E+00   1.797693+308
     4599        206   2.292270E-03  -2.935910E-02   3.984370E-02   0.000000E+00   1.797693+308
    20318        207  -5.686020E-04  -2.953650E-02   4.000070E-02   0.000000E+00   1.797693+308
    20315        208  -3.387300E-03  -2.912930E-02   3.964040E-02   1.810545E-05   1.797693+308
    12684        209  -5.954790E-03  -2.816760E-02   3.878960E-02   1.720512E-05   1.797693+308
    12685        210  -8.080630E-03  -2.672270E-02   3.751140E-02   1.000000E+00   3.718368E+04
     7338        211  -9.607170E-03  -2.490180E-02   3.590050E-02   1.000000E+00   9.770317E+04
    20264        212  -1.042120E-02  -2.284000E-02   3.407650E-02   1.000000E+00   2.638178E+03
    12473        213  -1.046230E-02  -2.069020E-02   3.217460E-02   5.232619E-01   1.797693+308
    12474        214  -9.727500E-03  -1.861180E-02   3.033580E-02   1.000000E+00   1.289860E+04
    20238        215  -8.271240E-03  -1.675890E-02   2.869670E-02   5.345358E-01   1.797693+308
    11857        216  -6.201540E-03  -1.526900E-02   2.737860E-02   4.182639E-06   1.797693+308
     4912        217  -5.156200E-03  -2.333610E-02   3.112400E-02   1.000000E+00   1.386867E+02
    17831        218  -4.337670E-03  -2.124820E-02   2.927690E-02   1.317124E-01   1.797693+308
     5276        219  -2.141960E-03  -1.982320E-02   2.801620E-02   0.000000E+00   1.797693+308
     5277        220   7.338040E-04  -1.951350E-02   2.774230E-02   0.000000E+00   1.797693+308
     4909        221   3.376590E-03  -2.041750E-02   2.854200E-02   0.000000E+00   1.797693+308
