# eid nid X Y Z SXX SYY SZZ SXY SYZ SXZ
      36.    1368. -8.971080E-02 -2.729450E-02  2.414680E-02  4.312084E+08 -1.966310E+08  1.645517E+09  1.637242E+08 -1.339081E+08  1.047029E+09
      36.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      36.    1910. -9.264630E-02 -2.689800E-02  3.110740E-02  8.198617E+08 -2.363558E+08  1.775544E+09  3.517505E+08 -2.298481E+07  1.298407E+09
      37.    1368. -8.971080E-02 -2.729450E-02  2.414680E-02  4.312084E+08 -1.966310E+08  1.645517E+09  1.637242E+08 -1.339081E+08  1.047029E+09
      37.    1706. -8.372430E-02 -2.014160E-02  2.994130E-02  9.305668E+08 -3.981438E+08  1.976945E+09  1.880236E+08 -1.161692E+08  6.342854E+08
      37.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      37.    1910. -9.264630E-02 -2.689800E-02  3.110740E-02  8.198617E+08 -2.363558E+08  1.775544E+09  3.517505E+08 -2.298481E+07  1.298407E+09
      38.    1358. -8.588620E-02 -2.336480E-02  2.067030E-02  2.835672E+08 -1.978644E+08  1.575658E+09  6.919683E+07 -2.324275E+08  7.627252E+08
      38.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      38.    1706. -8.372430E-02 -2.014160E-02  2.994130E-02  9.305668E+08 -3.981438E+08  1.976945E+09  1.880236E+08 -1.161692E+08  6.342854E+08
      38.    1850. -8.272600E-02 -1.065210E-02  2.029200E-02  4.519278E+08 -2.359748E+08  1.344187E+09  1.735393E+07 -3.420228E+08  5.215042E+08
      39.    1358. -8.588620E-02 -2.336480E-02  2.067030E-02  2.835672E+08 -1.978644E+08  1.575658E+09  6.919683E+07 -2.324275E+08  7.627252E+08
      39.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      39.    1368. -8.971080E-02 -2.729450E-02  2.414680E-02  4.312084E+08 -1.966310E+08  1.645517E+09  1.637242E+08 -1.339081E+08  1.047029E+09
      39.    1706. -8.372430E-02 -2.014160E-02  2.994130E-02  9.305668E+08 -3.981438E+08  1.976945E+09  1.880236E+08 -1.161692E+08  6.342854E+08
      40.    1300. -9.538070E-02 -2.297150E-02  2.032230E-02  5.470127E+08 -6.404703E+07  1.260095E+09  1.477041E+08 -1.688553E+08  1.266713E+09
      40.    2050. -9.134060E-02 -1.727620E-02  2.393210E-02  6.750858E+08 -1.778839E+08  1.404005E+09  1.887439E+08 -2.002871E+08  1.035172E+09
      40.    1368. -8.971080E-02 -2.729450E-02  2.414680E-02  4.312084E+08 -1.966310E+08  1.645517E+09  1.637242E+08 -1.339081E+08  1.047029E+09
      40.    1358. -8.588620E-02 -2.336480E-02  2.067030E-02  2.835672E+08 -1.978644E+08  1.575658E+09  6.919683E+07 -2.324275E+08  7.627252E+08
      41.    1706. -8.372430E-02 -2.014160E-02  2.994130E-02  9.305668E+08 -3.981438E+08  1.976945E+09  1.880236E+08 -1.161692E+08  6.342854E+08
      41.    1936. -7.825910E-02 -1.038120E-02  4.155250E-02  3.552032E+09 -7.500270E+08  2.106278E+09  2.956097E+08  3.902464E+08  8.214691E+07
      41.    2049. -7.382150E-02 -2.018280E-02  2.954250E-02  7.993597E+08 -4.249581E+08  2.016719E+09 -7.203675E+06 -1.735393E+08  5.689228E+07
      41.    2019. -8.084050E-02 -3.582100E-03  2.955080E-02  2.123400E+09 -5.827906E+08  1.394626E+09  2.853024E+08 -7.429169E+07  2.545075E+08
      42.    1936. -7.825910E-02 -1.038120E-02  4.155250E-02  3.552032E+09 -7.500270E+08  2.106278E+09  2.956097E+08  3.902464E+08  8.214691E+07
      42.    1976. -6.816720E-02 -1.364490E-02  3.675130E-02  2.542182E+09 -6.126185E+08  2.080416E+09 -1.938357E+08  1.690456E+08 -1.796964E+08
